DATE,POLLUTANT,SHATIN,TSUEN WAN,CENTRAL,EASTERN,KWUN TONG,TUEN MUN,TUNG CHUNG,SHAM SHUI PO,SOUTHERN,YUEN LONG,CENTRAL/WESTERN,NORTH,KWAI CHUNG,TAP MUN,TSEUNG KWAN O,TAI PO,MONG KOK,CAUSEWAY BAY
01-02-2017,Carbon Monoxide,N.A.,99,127,N.A.,N.A.,109,87,N.A.,N.A.,90,N.A.,N.A.,N.A.,99,93,N.A.,106,102
01-02-2017,Fine Suspended Particulates ,N.A.,26,23,24,24,30,24,25,N.A.,20,27,N.A.,27,21,20,22,29,33
01-02-2017,Nitrogen Dioxide,21,56,78,40,34,37,35,52,N.A.,29,44,N.A.,51,10,13,31,72,75
01-02-2017,Nitrogen Oxides,28,93,176,N.A.,49,52,49,71,N.A.,38,63,N.A.,94,12,18,45,141,188
01-02-2017,Ozone,53,23,21,52,45,33,29,33,N.A.,44,38,N.A.,28,67,67,46,17,17
01-02-2017,Respirable Suspended Particulates,N.A.,33,34,35,36,38,33,33,N.A.,31,39,N.A.,33,30,28,27,37,45
01-02-2017,Sulphur Dioxide,7,15,4,3,5,5,9,7,N.A.,8,12,N.A.,13,10,8,3,3,6
02-02-2017,Carbon Monoxide,N.A.,63,93,N.A.,N.A.,75,56,N.A.,N.A.,63,N.A.,N.A.,N.A.,72,66,N.A.,82,72
02-02-2017,Fine Suspended Particulates ,N.A.,18,15,17,20,27,17,23,N.A.,22,20,N.A.,20,20,15,22,25,25
02-02-2017,Nitrogen Dioxide,16,40,57,35,26,23,22,48,N.A.,28,26,N.A.,32,7,16,25,69,71
02-02-2017,Nitrogen Oxides,21,53,108,N.A.,31,35,26,62,N.A.,36,29,N.A.,48,8,20,36,124,163
02-02-2017,Ozone,66,47,42,64,59,45,48,44,N.A.,46,60,N.A.,51,79,74,56,26,27
02-02-2017,Respirable Suspended Particulates,N.A.,33,32,35,42,45,36,36,N.A.,45,37,N.A.,35,40,33,38,40,42
02-02-2017,Sulphur Dioxide,6,10,2,2,4,2,8,6,N.A.,8,8,N.A.,3,9,6,2,2,5
03-02-2017,Carbon Monoxide,N.A.,69,112,N.A.,N.A.,81,65,N.A.,N.A.,66,N.A.,N.A.,N.A.,80,77,N.A.,82,85
03-02-2017,Fine Suspended Particulates ,N.A.,20,22,23,25,30,22,26,N.A.,24,24,N.A.,24,23,20,24,29,30
03-02-2017,Nitrogen Dioxide,27,49,73,43,38,44,35,58,N.A.,40,38,N.A.,42,9,15,32,75,79
03-02-2017,Nitrogen Oxides,34,64,148,N.A.,55,70,47,80,N.A.,54,44,N.A.,57,10,19,42,131,171
03-02-2017,Ozone,67,48,36,62,56,44,38,43,N.A.,51,55,N.A.,54,88,80,66,27,27
03-02-2017,Respirable Suspended Particulates,N.A.,29,33,34,39,N.A.,37,35,N.A.,43,35,N.A.,31,37,31,33,38,43
03-02-2017,Sulphur Dioxide,7,11,3,4,5,5,8,6,N.A.,9,6,N.A.,3,10,7,3,3,6
04-02-2017,Carbon Monoxide,N.A.,63,108,N.A.,N.A.,84,57,N.A.,N.A.,65,N.A.,N.A.,N.A.,74,73,N.A.,81,91
04-02-2017,Fine Suspended Particulates ,23,19,21,22,22,31,19,24,N.A.,21,23,N.A.,18,19,18,24,27,31
04-02-2017,Nitrogen Dioxide,32,55,77,50,41,52,36,59,N.A.,44,42,N.A.,45,10,22,32,81,100
04-02-2017,Nitrogen Oxides,41,73,151,N.A.,56,76,44,77,N.A.,59,48,N.A.,63,12,28,41,147,256
04-02-2017,Ozone,60,45,33,57,52,30,42,42,N.A.,46,53,N.A.,53,79,75,60,25,16
04-02-2017,Respirable Suspended Particulates,27,27,30,30,35,42,30,31,N.A.,40,34,N.A.,27,30,27,32,35,44
04-02-2017,Sulphur Dioxide,7,11,4,3,5,5,9,7,N.A.,8,N.A.,N.A.,4,9,7,3,3,8
05-02-2017,Carbon Monoxide,N.A.,80,119,N.A.,N.A.,104,77,N.A.,N.A.,87,N.A.,N.A.,N.A.,78,79,N.A.,99,103
05-02-2017,Fine Suspended Particulates ,N.A.,35,33,20,25,52,41,33,N.A.,32,37,N.A.,38,20,18,26,37,39
05-02-2017,Nitrogen Dioxide,48,71,91,55,59,56,45,78,N.A.,54,65,N.A.,72,13,34,41,96,99
05-02-2017,Nitrogen Oxides,82,105,197,N.A.,114,97,62,118,N.A.,82,86,N.A.,117,15,54,55,208,283
05-02-2017,Ozone,26,23,14,44,30,31,26,19,N.A.,33,30,N.A.,22,69,52,38,9,10
05-02-2017,Respirable Suspended Particulates,N.A.,41,38,24,31,59,50,36,N.A.,49,44,N.A.,39,25,22,30,41,47
05-02-2017,Sulphur Dioxide,6,15,7,4,7,7,10,11,N.A.,10,6,N.A.,7,9,7,2,6,10
06-02-2017,Carbon Monoxide,N.A.,68,110,N.A.,N.A.,77,61,N.A.,N.A.,63,N.A.,N.A.,N.A.,84,77,N.A.,85,87
06-02-2017,Fine Suspended Particulates ,23,27,29,27,28,33,24,31,N.A.,24,31,N.A.,27,27,24,31,N.A.,36
06-02-2017,Nitrogen Dioxide,20,44,64,39,29,36,23,53,N.A.,35,33,N.A.,41,8,14,27,74,76
06-02-2017,Nitrogen Oxides,27,57,111,N.A.,36,56,28,72,N.A.,45,37,N.A.,56,10,19,39,123,157
06-02-2017,Ozone,80,64,51,72,66,58,67,55,N.A.,66,68,N.A.,65,95,88,79,34,34
06-02-2017,Respirable Suspended Particulates,34,38,44,45,44,46,40,45,N.A.,45,46,N.A.,40,44,38,44,N.A.,52
06-02-2017,Sulphur Dioxide,6,10,3,3,5,4,9,7,N.A.,8,5,N.A.,4,9,8,3,2,6
07-02-2017,Carbon Monoxide,N.A.,69,109,N.A.,N.A.,77,66,N.A.,N.A.,65,N.A.,N.A.,N.A.,82,78,N.A.,87,82
07-02-2017,Fine Suspended Particulates ,30,36,39,38,N.A.,43,34,39,N.A.,35,38,N.A.,36,35,32,38,N.A.,41
07-02-2017,Nitrogen Dioxide,18,41,59,38,N.A.,29,19,49,N.A.,29,30,N.A.,37,7,14,28,80,82
07-02-2017,Nitrogen Oxides,22,49,88,N.A.,N.A.,34,21,59,N.A.,32,32,N.A.,47,8,18,35,123,155
07-02-2017,Ozone,104,89,78,90,N.A.,90,92,79,N.A.,97,92,N.A.,94,120,111,104,51,50
07-02-2017,Respirable Suspended Particulates,49,55,60,61,N.A.,62,59,58,N.A.,64,60,N.A.,54,62,54,57,N.A.,64
07-02-2017,Sulphur Dioxide,6,11,3,3,N.A.,3,9,7,N.A.,9,8,N.A.,4,9,7,3,3,6
08-02-2017,Carbon Monoxide,N.A.,63,112,N.A.,N.A.,81,72,N.A.,N.A.,66,N.A.,N.A.,N.A.,75,70,N.A.,82,89
08-02-2017,Fine Suspended Particulates ,29,24,25,23,N.A.,32,21,25,N.A.,22,24,N.A.,27,23,18,25,30,36
08-02-2017,Nitrogen Dioxide,27,64,87,51,N.A.,49,46,63,N.A.,40,50,N.A.,56,9,18,33,84,94
08-02-2017,Nitrogen Oxides,33,99,207,N.A.,N.A.,68,61,86,N.A.,52,65,N.A.,87,11,22,44,159,234
08-02-2017,Ozone,69,43,32,59,N.A.,41,40,42,N.A.,55,52,N.A.,48,88,81,68,27,24
08-02-2017,Respirable Suspended Particulates,39,40,41,40,N.A.,48,40,40,N.A.,44,41,N.A.,42,48,36,38,47,53
08-02-2017,Sulphur Dioxide,5,12,4,2,N.A.,4,10,7,N.A.,8,10,N.A.,4,10,7,3,2,7
09-02-2017,Carbon Monoxide,N.A.,77,134,N.A.,N.A.,91,85,N.A.,N.A.,75,N.A.,N.A.,N.A.,93,91,N.A.,87,106
09-02-2017,Fine Suspended Particulates ,22,20,22,17,N.A.,26,20,21,N.A.,20,19,N.A.,20,22,15,21,21,30
09-02-2017,Nitrogen Dioxide,26,36,107,37,N.A.,29,28,42,N.A.,30,40,N.A.,49,8,14,26,56,84
09-02-2017,Nitrogen Oxides,35,50,285,N.A.,N.A.,43,36,54,N.A.,38,49,N.A.,76,10,18,34,92,225
09-02-2017,Ozone,59,51,14,56,N.A.,46,31,47,N.A.,52,43,N.A.,42,72,71,58,33,16
09-02-2017,Respirable Suspended Particulates,29,28,31,26,N.A.,38,32,26,N.A.,32,28,N.A.,28,31,24,27,27,40
09-02-2017,Sulphur Dioxide,7,11,7,3,N.A.,3,8,8,N.A.,9,9,N.A.,4,10,7,3,3,8
10-02-2017,Carbon Monoxide,N.A.,79,136,N.A.,N.A.,89,63,N.A.,N.A.,72,N.A.,N.A.,N.A.,97,94,N.A.,92,106
10-02-2017,Fine Suspended Particulates ,40,48,53,46,N.A.,63,51,46,N.A.,52,48,N.A.,49,50,45,54,50,58
10-02-2017,Nitrogen Dioxide,31,44,115,41,N.A.,35,37,53,N.A.,38,50,N.A.,61,10,15,34,77,107
10-02-2017,Nitrogen Oxides,40,55,275,N.A.,N.A.,45,44,68,N.A.,45,58,N.A.,94,12,18,41,139,284
10-02-2017,Ozone,64,57,17,65,N.A.,60,37,50,N.A.,62,48,N.A.,46,85,82,67,30,15
10-02-2017,Respirable Suspended Particulates,48,57,63,56,N.A.,76,66,54,N.A.,78,59,N.A.,61,64,54,62,58,71
10-02-2017,Sulphur Dioxide,10,14,10,7,N.A.,7,10,12,N.A.,14,12,N.A.,7,14,10,7,7,11
11-02-2017,Carbon Monoxide,N.A.,76,105,N.A.,N.A.,92,61,N.A.,N.A.,71,N.A.,N.A.,N.A.,90,94,N.A.,99,91
11-02-2017,Fine Suspended Particulates ,38,48,50,44,N.A.,64,55,42,N.A.,48,47,N.A.,49,44,43,48,51,56
11-02-2017,Nitrogen Dioxide,40,59,98,48,N.A.,48,44,66,N.A.,50,47,N.A.,53,9,36,37,93,95
11-02-2017,Nitrogen Oxides,56,75,179,N.A.,N.A.,66,54,84,N.A.,67,55,N.A.,71,11,45,48,170,206
11-02-2017,Ozone,60,44,29,70,N.A.,61,37,48,N.A.,58,62,N.A.,58,97,71,68,29,24
11-02-2017,Respirable Suspended Particulates,45,57,60,56,N.A.,78,71,57,N.A.,77,57,N.A.,56,61,52,56,61,69
11-02-2017,Sulphur Dioxide,9,14,8,7,N.A.,8,10,12,N.A.,14,13,N.A.,7,13,10,6,7,10
12-02-2017,Carbon Monoxide,N.A.,75,70,N.A.,N.A.,95,57,N.A.,N.A.,73,N.A.,N.A.,N.A.,88,92,N.A.,102,78
12-02-2017,Fine Suspended Particulates ,40,47,49,45,49,58,48,40,N.A.,45,48,N.A.,48,43,42,47,53,53
12-02-2017,Nitrogen Dioxide,56,70,89,43,41,63,44,60,N.A.,55,47,N.A.,55,12,44,51,106,92
12-02-2017,Nitrogen Oxides,79,80,128,N.A.,46,80,50,68,N.A.,76,51,N.A.,65,13,50,70,165,147
12-02-2017,Ozone,57,60,61,101,92,58,49,79,N.A.,64,90,N.A.,80,127,90,70,40,47
12-02-2017,Respirable Suspended Particulates,47,60,64,63,69,74,66,59,N.A.,69,64,N.A.,61,68,57,57,69,70
12-02-2017,Sulphur Dioxide,8,15,7,8,7,8,10,12,N.A.,13,15,N.A.,8,14,10,5,7,9
13-02-2017,Carbon Monoxide,N.A.,64,67,N.A.,N.A.,84,48,N.A.,N.A.,62,N.A.,N.A.,N.A.,80,73,N.A.,87,78
13-02-2017,Fine Suspended Particulates ,27,34,30,26,31,45,32,26,N.A.,33,29,N.A.,30,27,24,31,35,37
13-02-2017,Nitrogen Dioxide,46,73,99,51,45,70,50,68,N.A.,60,41,N.A.,59,11,25,48,98,111
13-02-2017,Nitrogen Oxides,68,94,162,N.A.,57,89,61,82,N.A.,85,45,N.A.,74,12,31,76,154,212
13-02-2017,Ozone,75,69,53,93,84,56,60,73,N.A.,67,94,N.A.,82,121,109,84,44,39
13-02-2017,Respirable Suspended Particulates,35,51,47,47,55,68,56,45,N.A.,66,46,N.A.,48,50,41,45,53,57
13-02-2017,Sulphur Dioxide,7,14,6,6,6,7,10,11,N.A.,12,13,N.A.,6,12,9,5,6,8
14-02-2017,Carbon Monoxide,N.A.,54,57,N.A.,N.A.,65,34,N.A.,N.A.,47,N.A.,N.A.,N.A.,73,66,N.A.,80,64
14-02-2017,Fine Suspended Particulates ,17,19,18,19,22,24,14,18,N.A.,18,20,N.A.,16,19,16,17,25,27
14-02-2017,Nitrogen Dioxide,20,59,75,44,32,46,33,60,N.A.,42,37,N.A.,46,8,14,32,95,87
14-02-2017,Nitrogen Oxides,26,75,119,N.A.,38,57,39,74,N.A.,51,41,N.A.,60,9,18,41,159,157
14-02-2017,Ozone,102,74,63,91,88,69,78,72,N.A.,81,84,N.A.,83,118,112,97,41,44
14-02-2017,Respirable Suspended Particulates,21,31,31,37,41,39,30,34,N.A.,38,34,N.A.,31,43,32,28,40,44
14-02-2017,Sulphur Dioxide,7,12,4,4,5,5,10,9,N.A.,10,8,N.A.,4,10,8,4,4,6
15-02-2017,Carbon Monoxide,N.A.,53,62,N.A.,N.A.,64,30,N.A.,N.A.,55,N.A.,N.A.,N.A.,74,77,N.A.,85,67
15-02-2017,Fine Suspended Particulates ,N.A.,20,19,20,22,23,16,19,N.A.,20,21,N.A.,24,21,18,19,26,28
15-02-2017,Nitrogen Dioxide,35,56,84,54,36,62,39,67,N.A.,59,41,N.A.,59,9,40,38,102,96
15-02-2017,Nitrogen Oxides,50,67,134,N.A.,40,75,46,82,N.A.,77,44,N.A.,76,11,59,45,162,182
15-02-2017,Ozone,92,79,61,89,91,63,71,70,N.A.,70,88,N.A.,77,117,93,97,41,46
15-02-2017,Respirable Suspended Particulates,N.A.,30,33,37,42,42,33,35,N.A.,43,35,N.A.,37,43,35,31,42,47
15-02-2017,Sulphur Dioxide,7,12,5,5,6,6,9,10,N.A.,11,6,N.A.,5,11,9,4,5,7
16-02-2017,Carbon Monoxide,N.A.,65,80,N.A.,N.A.,78,43,N.A.,N.A.,70,N.A.,N.A.,N.A.,75,84,N.A.,104,90
16-02-2017,Fine Suspended Particulates ,N.A.,23,22,N.A.,23,25,17,21,N.A.,21,24,N.A.,24,18,16,20,29,31
16-02-2017,Nitrogen Dioxide,78,96,121,73,61,72,65,97,N.A.,68,73,N.A.,95,9,57,56,119,116
16-02-2017,Nitrogen Oxides,134,147,238,N.A.,77,114,91,132,N.A.,118,90,N.A.,171,11,83,83,209,272
16-02-2017,Ozone,34,26,26,67,66,36,23,34,N.A.,34,53,N.A.,32,87,64,60,20,24
16-02-2017,Respirable Suspended Particulates,N.A.,36,40,N.A.,42,43,33,39,N.A.,43,39,N.A.,46,32,29,30,45,50
16-02-2017,Sulphur Dioxide,8,15,6,4,6,7,11,10,N.A.,11,9,N.A.,12,10,8,4,5,9
17-02-2017,Carbon Monoxide,N.A.,70,110,N.A.,N.A.,99,51,N.A.,N.A.,81,N.A.,N.A.,N.A.,82,89,N.A.,121,119
17-02-2017,Fine Suspended Particulates ,23,24,34,21,28,35,21,26,N.A.,26,31,N.A.,25,19,20,24,37,41
17-02-2017,Nitrogen Dioxide,78,87,143,74,79,90,71,114,N.A.,72,98,N.A.,105,13,65,59,129,140
17-02-2017,Nitrogen Oxides,159,150,441,N.A.,140,163,112,244,N.A.,140,197,N.A.,231,16,107,87,297,471
17-02-2017,Ozone,25,24,5,50,39,21,15,13,N.A.,32,20,N.A.,13,72,36,49,6,4
17-02-2017,Respirable Suspended Particulates,31,36,52,29,43,57,37,45,N.A.,48,48,N.A.,42,29,31,33,51,57
17-02-2017,Sulphur Dioxide,10,14,12,4,7,9,11,15,N.A.,12,12,N.A.,13,11,9,4,7,12
18-02-2017,Carbon Monoxide,N.A.,70,95,N.A.,N.A.,94,45,N.A.,N.A.,81,N.A.,N.A.,N.A.,83,79,N.A.,139,89
18-02-2017,Fine Suspended Particulates ,22,26,28,27,30,32,19,28,N.A.,28,31,N.A.,25,26,22,24,38,36
18-02-2017,Nitrogen Dioxide,45,83,95,57,57,78,54,86,N.A.,68,69,N.A.,72,13,35,45,108,100
18-02-2017,Nitrogen Oxides,94,157,265,N.A.,133,159,76,176,N.A.,134,163,N.A.,138,16,60,81,305,292
18-02-2017,Ozone,57,34,25,59,51,20,35,31,N.A.,36,40,N.A.,36,81,65,57,16,21
18-02-2017,Respirable Suspended Particulates,29,39,42,37,43,49,33,44,N.A.,48,44,N.A.,37,38,31,32,51,50
18-02-2017,Sulphur Dioxide,7,15,6,4,5,8,11,9,N.A.,10,11,N.A.,6,9,7,3,5,8
19-02-2017,Carbon Monoxide,N.A.,68,68,N.A.,N.A.,79,49,N.A.,N.A.,66,N.A.,N.A.,N.A.,90,77,N.A.,80,87
19-02-2017,Fine Suspended Particulates ,25,33,34,35,38,39,26,32,N.A.,30,38,N.A.,34,31,32,33,41,41
19-02-2017,Nitrogen Dioxide,22,44,61,40,36,32,26,55,N.A.,30,31,N.A.,35,10,17,33,79,97
19-02-2017,Nitrogen Oxides,27,51,88,N.A.,41,39,30,66,N.A.,35,33,N.A.,43,12,21,41,117,197
19-02-2017,Ozone,90,75,67,87,78,72,68,63,N.A.,81,84,N.A.,80,100,101,88,42,39
19-02-2017,Respirable Suspended Particulates,31,41,44,44,51,48,41,43,N.A.,48,49,N.A.,42,48,41,43,52,57
19-02-2017,Sulphur Dioxide,5,9,2,2,4,3,7,6,N.A.,8,8,N.A.,2,9,6,2,2,5
20-02-2017,Carbon Monoxide,N.A.,78,98,N.A.,N.A.,89,60,N.A.,N.A.,76,N.A.,N.A.,N.A.,91,82,N.A.,85,92
20-02-2017,Fine Suspended Particulates ,28,34,37,28,33,37,33,30,N.A.,23,34,N.A.,32,26,26,29,38,40
20-02-2017,Nitrogen Dioxide,60,81,110,66,57,58,67,81,N.A.,55,67,N.A.,74,14,37,57,100,107
20-02-2017,Nitrogen Oxides,99,158,307,N.A.,77,105,117,141,N.A.,87,115,N.A.,154,16,47,80,215,305
20-02-2017,Ozone,28,17,22,55,50,20,7,29,N.A.,26,38,N.A.,28,71,67,40,17,24
20-02-2017,Respirable Suspended Particulates,36,46,51,40,47,50,52,44,N.A.,37,46,N.A.,40,40,37,38,51,58
20-02-2017,Sulphur Dioxide,7,16,9,3,5,8,12,13,N.A.,10,14,N.A.,14,10,7,2,7,10
21-02-2017,Carbon Monoxide,N.A.,60,67,N.A.,N.A.,72,48,N.A.,N.A.,67,N.A.,N.A.,N.A.,86,69,N.A.,71,71
21-02-2017,Fine Suspended Particulates ,21,18,21,23,25,23,17,20,N.A.,17,26,N.A.,21,19,19,20,27,30
21-02-2017,Nitrogen Dioxide,21,36,62,39,25,33,22,52,N.A.,37,36,N.A.,41,10,17,30,74,83
21-02-2017,Nitrogen Oxides,27,45,103,N.A.,29,48,28,68,N.A.,55,39,N.A.,57,12,21,38,130,192
21-02-2017,Ozone,70,57,43,65,71,44,53,45,N.A.,47,55,N.A.,53,83,80,66,26,26
21-02-2017,Respirable Suspended Particulates,28,24,31,36,39,30,31,30,N.A.,31,38,N.A.,26,32,32,29,37,47
21-02-2017,Sulphur Dioxide,6,9,2,2,5,3,7,6,N.A.,8,6,N.A.,3,10,6,2,2,6
22-02-2017,Carbon Monoxide,N.A.,82,82,N.A.,N.A.,85,64,N.A.,N.A.,76,N.A.,N.A.,N.A.,89,75,N.A.,82,88
22-02-2017,Fine Suspended Particulates ,N.A.,19,18,19,19,23,N.A.,18,N.A.,15,21,N.A.,19,14,13,15,24,28
22-02-2017,Nitrogen Dioxide,43,81,80,55,36,63,59,71,N.A.,57,51,N.A.,61,9,22,36,83,83
22-02-2017,Nitrogen Oxides,59,181,170,N.A.,46,151,145,102,N.A.,109,64,N.A.,103,10,31,50,145,180
22-02-2017,Ozone,40,N.A.,25,49,55,13,16,27,N.A.,23,40,N.A.,27,71,72,54,19,20
22-02-2017,Respirable Suspended Particulates,N.A.,27,26,29,27,33,N.A.,27,N.A.,25,29,N.A.,28,23,19,19,31,39
22-02-2017,Sulphur Dioxide,6,13,4,2,4,11,12,6,N.A.,9,6,N.A.,3,9,6,2,2,6
23-02-2017,Carbon Monoxide,N.A.,91,112,N.A.,N.A.,104,85,N.A.,N.A.,95,N.A.,N.A.,N.A.,102,95,N.A.,101,127
23-02-2017,Fine Suspended Particulates ,27,34,38,33,36,43,34,24,N.A.,24,39,N.A.,35,17,27,29,39,46
23-02-2017,Nitrogen Dioxide,41,50,76,53,61,35,41,59,N.A.,38,48,N.A.,55,15,39,35,71,97
23-02-2017,Nitrogen Oxides,75,121,276,N.A.,186,110,108,141,N.A.,89,108,N.A.,149,18,91,64,237,412
23-02-2017,Ozone,17,9,4,23,13,8,3,9,N.A.,13,10,N.A.,9,32,27,21,6,5
23-02-2017,Respirable Suspended Particulates,41,48,56,48,54,58,58,36,N.A.,49,57,N.A.,49,29,40,45,53,64
23-02-2017,Sulphur Dioxide,6,12,8,3,7,6,11,8,N.A.,8,10,N.A.,6,9,7,2,4,12
24-02-2017,Carbon Monoxide,N.A.,80,101,N.A.,N.A.,94,73,N.A.,N.A.,75,N.A.,N.A.,N.A.,105,92,N.A.,86,112
24-02-2017,Fine Suspended Particulates ,16,16,16,14,18,27,25,12,N.A.,16,18,N.A.,18,14,12,20,18,28
24-02-2017,Nitrogen Dioxide,32,40,82,49,48,33,36,49,N.A.,42,52,N.A.,44,12,24,36,62,80
24-02-2017,Nitrogen Oxides,44,59,286,N.A.,99,65,58,76,N.A.,59,78,N.A.,80,14,31,46,151,282
24-02-2017,Ozone,26,20,2,22,17,19,7,15,N.A.,20,8,N.A.,20,46,33,27,9,5
24-02-2017,Respirable Suspended Particulates,22,22,26,22,28,42,39,17,N.A.,40,26,N.A.,24,22,19,29,24,41
24-02-2017,Sulphur Dioxide,5,10,7,2,4,3,9,6,N.A.,8,5,N.A.,3,8,5,2,2,8
25-02-2017,Carbon Monoxide,N.A.,81,100,N.A.,N.A.,96,69,N.A.,N.A.,74,N.A.,N.A.,N.A.,101,95,N.A.,86,117
25-02-2017,Fine Suspended Particulates ,16,13,13,10,12,22,19,8,N.A.,14,15,N.A.,14,9,8,14,14,22
25-02-2017,Nitrogen Dioxide,35,44,76,54,56,35,36,49,N.A.,42,53,N.A.,51,13,33,37,63,99
25-02-2017,Nitrogen Oxides,49,73,243,N.A.,126,76,71,73,N.A.,70,92,N.A.,98,15,43,49,158,430
25-02-2017,Ozone,22,15,2,20,12,12,6,13,N.A.,14,8,N.A.,14,43,24,21,8,5
25-02-2017,Respirable Suspended Particulates,22,19,23,19,24,32,30,15,N.A.,29,24,N.A.,22,16,15,22,20,33
25-02-2017,Sulphur Dioxide,5,10,6,2,5,3,9,6,N.A.,8,6,N.A.,3,8,6,2,2,11
26-02-2017,Carbon Monoxide,N.A.,75,83,N.A.,N.A.,92,63,N.A.,N.A.,73,N.A.,N.A.,N.A.,96,87,N.A.,79,103
26-02-2017,Fine Suspended Particulates ,N.A.,18,10,9,11,28,24,9,N.A.,14,12,N.A.,12,11,7,13,14,19
26-02-2017,Nitrogen Dioxide,32,57,75,43,42,46,41,50,N.A.,41,47,N.A.,41,10,20,35,66,86
26-02-2017,Nitrogen Oxides,43,85,170,N.A.,62,72,65,65,N.A.,54,60,N.A.,61,12,25,45,128,265
26-02-2017,Ozone,42,21,12,41,34,24,12,32,N.A.,35,28,N.A.,38,60,54,42,18,10
26-02-2017,Respirable Suspended Particulates,N.A.,22,16,12,16,37,32,13,N.A.,29,15,N.A.,15,18,11,17,17,26
26-02-2017,Sulphur Dioxide,4,13,5,2,6,5,10,8,N.A.,8,6,N.A.,3,9,6,2,2,8
27-02-2017,Carbon Monoxide,N.A.,75,81,N.A.,N.A.,87,59,N.A.,N.A.,78,N.A.,N.A.,N.A.,98,86,N.A.,105,90
27-02-2017,Fine Suspended Particulates ,24,25,25,24,28,29,22,23,N.A.,21,29,N.A.,25,25,N.A.,24,32,33
27-02-2017,Nitrogen Dioxide,34,55,79,45,37,51,30,63,N.A.,43,42,N.A.,56,10,20,40,92,100
27-02-2017,Nitrogen Oxides,47,71,128,N.A.,45,78,42,80,N.A.,57,46,N.A.,75,12,25,57,157,217
27-02-2017,Ozone,74,58,41,75,71,46,59,55,N.A.,56,63,N.A.,59,101,96,67,30,28
27-02-2017,Respirable Suspended Particulates,33,36,39,39,46,41,35,38,N.A.,39,41,N.A.,35,51,N.A.,34,46,48
27-02-2017,Sulphur Dioxide,5,13,5,5,8,6,10,9,N.A.,10,10,N.A.,5,12,9,4,5,8
28-02-2017,Carbon Monoxide,N.A.,68,79,N.A.,N.A.,81,57,N.A.,N.A.,78,N.A.,N.A.,N.A.,96,81,N.A.,112,91
28-02-2017,Fine Suspended Particulates ,29,30,35,35,40,39,27,34,N.A.,31,38,N.A.,34,38,N.A.,34,41,44
28-02-2017,Nitrogen Dioxide,33,61,92,52,37,68,38,72,N.A.,60,41,N.A.,56,10,16,37,108,118
28-02-2017,Nitrogen Oxides,40,71,137,N.A.,41,95,45,84,N.A.,80,43,N.A.,69,12,20,44,160,227
28-02-2017,Ozone,110,82,67,108,102,65,71,83,N.A.,77,106,N.A.,95,143,135,107,51,48
28-02-2017,Respirable Suspended Particulates,41,45,56,57,64,62,47,56,N.A.,58,56,N.A.,48,66,N.A.,49,60,64
28-02-2017,Sulphur Dioxide,6,13,6,6,9,8,11,11,N.A.,12,N.A.,N.A.,6,12,10,5,6,9
01-03-2017,Carbon Monoxide,N.A.,90,116,N.A.,N.A.,109,83,N.A.,N.A.,103,N.A.,N.A.,N.A.,108,108,N.A.,150,129
01-03-2017,Fine Suspended Particulates ,54,63,73,57,61,71,61,49,N.A.,52,71,N.A.,62,44,N.A.,63,63,77
01-03-2017,Nitrogen Dioxide,72,86,157,100,80,86,79,107,N.A.,77,97,N.A.,100,21,83,71,139,177
01-03-2017,Nitrogen Oxides,96,105,323,N.A.,135,115,110,150,N.A.,104,130,N.A.,138,24,108,90,244,445
01-03-2017,Ozone,73,73,32,71,57,49,27,56,N.A.,65,68,N.A.,66,104,74,75,34,22
01-03-2017,Respirable Suspended Particulates,67,85,104,87,93,106,90,77,N.A.,99,100,N.A.,86,71,N.A.,86,87,105
01-03-2017,Sulphur Dioxide,8,17,15,10,11,13,19,17,N.A.,14,22,N.A.,9,14,14,7,10,18
02-03-2017,Carbon Monoxide,N.A.,63,81,N.A.,N.A.,71,58,N.A.,N.A.,71,N.A.,N.A.,N.A.,90,76,N.A.,96,84
02-03-2017,Fine Suspended Particulates ,28,29,29,30,33,39,29,29,N.A.,29,31,N.A.,38,32,27,31,31,36
02-03-2017,Nitrogen Dioxide,53,75,130,50,49,57,43,69,N.A.,57,56,N.A.,85,14,29,62,93,114
02-03-2017,Nitrogen Oxides,73,89,248,N.A.,69,71,51,82,N.A.,70,63,N.A.,123,15,34,81,147,237
02-03-2017,Ozone,77,71,35,97,81,67,64,76,N.A.,66,84,N.A.,63,114,107,67,54,43
02-03-2017,Respirable Suspended Particulates,45,55,58,59,75,81,64,62,N.A.,80,59,N.A.,67,72,57,56,60,63
02-03-2017,Sulphur Dioxide,9,16,9,6,10,8,11,13,N.A.,13,N.A.,N.A.,9,13,10,5,8,11
03-03-2017,Carbon Monoxide,N.A.,68,79,N.A.,N.A.,78,61,N.A.,N.A.,76,N.A.,N.A.,N.A.,71,79,N.A.,N.A.,76
03-03-2017,Fine Suspended Particulates ,29,33,31,31,36,39,N.A.,33,N.A.,32,35,N.A.,42,36,32,35,37,38
03-03-2017,Nitrogen Dioxide,33,58,95,51,31,64,36,62,N.A.,56,45,N.A.,61,11,20,36,98,107
03-03-2017,Nitrogen Oxides,39,67,139,N.A.,38,74,40,72,N.A.,66,48,N.A.,76,13,23,42,137,194
03-03-2017,Ozone,105,100,62,106,97,73,87,88,N.A.,80,102,N.A.,93,137,131,114,57,56
